0,0,3,25483,0,0,3,133249,33,0,0,1,4,1,1,0,1,0,0
0,1,0,0,1,1,1,50203,28,0,3,0,2,0,0,1,0,1,1
0,0,3,64452,0,1,3,64420,25,0,0,0,3,0,1,0,0,1,0
1,0,1,91704,0,0,3,74267,26,0,3,0,3,1,1,1,0,0,0
1,2,2,137187,1,0,0,31562,26,0,1,0,3,0,1,1,0,1,1
1,0,1,67125,1,0,0,27469,23,0,0,0,3,1,1,0,1,1,0
0,0,3,147374,0,0,3,114939,22,0,0,0,4,0,0,1,0,1,0
0,0,3,226234,0,0,3,73578,24,0,0,1,3,1,1,0,0,0,0
0,0,3,94463,0,0,3,85928,25,1,0,1,4,1,1,1,0,1,0
0,0,3,38672,0,0,3,59125,36,1,0,1,2,0,0,0,0,0,0
0,0,3,58015,0,0,3,56155,37,1,0,1,3,0,0,0,0,0,0
0,0,3,93489,0,0,3,69315,30,0,0,1,3,0,0,0,0,0,0
0,0,3,238079,0,0,3,81062,27,0,0,1,3,0,0,0,0,0,0
0,0,3,70263,1,1,1,44314,33,1,0,0,4,1,1,1,0,1,1
0,0,3,70666,0,0,3,78989,32,0,0,0,4,0,0,1,1,0,1
1,0,0,22922,1,1,1,62546,24,0,0,0,3,1,1,1,0,1,0
0,0,3,147936,0,0,3,22468,25,0,0,0,3,0,1,0,0,0,0
1,0,0,28625,0,0,3,102094,23,0,0,0,3,1,1,1,1,1,1
1,0,2,66281,1,0,1,34078,23,0,0,0,3,0,1,1,1,1,1
1,0,0,27781,1,3,0,20000,26,0,2,0,3,1,1,1,0,1,0
0,0,3,61156,0,0,3,94483,34,0,0,0,4,1,0,1,1,1,1
0,0,3,77110,1,0,1,26671,31,0,1,0,4,1,0,0,0,1,1
0,1,3,163471,0,0,3,35204,29,0,0,1,3,0,1,1,0,1,1
1,0,0,62750,0,0,3,97987,26,0,0,1,3,0,1,1,0,0,0
1,0,2,70161,0,0,3,74750,39,1,0,0,3,0,1,0,0,0,0
0,0,3,249453,1,0,0,84702,35,0,0,0,4,0,1,0,1,1,1
0,0,3,84234,1,0,2,90906,33,0,0,1,3,1,0,0,1,1,0
0,0,3,35374,1,0,1,91484,29,0,0,1,3,0,0,0,1,1,1
0,0,3,109718,0,0,3,86344,42,1,0,1,3,1,0,0,0,0,0
0,0,3,73655,0,0,3,44953,29,1,0,1,3,1,1,1,1,1,1
0,0,3,103954,0,0,3,34314,29,0,1,0,3,0,0,0,0,0,0
0,0,3,48639,0,1,3,74109,26,0,0,0,3,0,0,0,0,1,1
0,0,3,112798,0,0,3,57172,28,0,0,1,5,0,1,1,1,1,1
0,0,3,24875,0,0,3,130798,45,1,0,1,3,1,1,1,0,0,0
1,0,0,45531,0,0,3,49529,30,0,0,0,3,1,1,0,1,0,0
0,0,3,89039,0,0,3,155761,25,0,0,1,4,0,0,0,0,0,0
0,0,3,80983,0,0,3,73423,23,0,0,0,3,1,1,0,1,1,1
0,0,3,145719,0,0,3,62658,48,1,0,1,3,0,1,0,0,1,0
0,0,3,189297,0,0,3,146891,27,0,0,1,4,0,1,1,1,0,0
0,0,3,51906,0,0,3,51890,29,1,1,0,3,1,0,0,0,0,0
